# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Feb 25 20:07:02 2019
#
# User preference: *
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
#
pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,ra_str,ra,dec_str,dec,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_disc
3.60050000,0.00020000,-0.00020000,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,,,,,,,,,,,,,2012
35.39000000,0.03000000,-0.04000000,0,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,,,,,,,,,,,,,2012
38.14000000,0.01500000,-0.01500000,0,17h36m25.90s,264.107910,+68d20m20.9s,68.339142,,,,,,,,,,,,0,2014
3657.00000000,104.00000000,-104.00000000,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,,,,,,,,,,,,,2008
35.68000000,0.03000000,-0.03000000,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,,,,,,,,,,,,,2014
1882.00000000,250.00000000,-250.00000000,0,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,,,,,,,,,,,,0,2006
15.76491000,0.00039000,-0.00039000,0,02h10m25.93s,32.608059,-50d49m25.4s,-50.823723,,,,,,,,,,,,0,1999
61.11660000,0.00860000,-0.00860000,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,2.27560,0.00450,-0.00450,0,723.22350,1.43020,-1.43020,0,,,,,1998
30.08810000,0.00820000,-0.00820000,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,0.71420,0.00390,-0.00390,0,226.98460,1.23950,-1.23950,0,,,,,2000
1.93778000,0.00002000,-0.00002000,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,0.02100,0.00100,-0.00100,0,6.83000,0.40000,-0.40000,0,,,,,2005
124.26000000,0.70000000,-0.70000000,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,0.04600,0.00500,-0.00500,0,14.60000,1.70000,-1.70000,0,,,,,2010
73.94000000,0.33000000,-0.38000000,0,02h22m14.64s,35.561016,+47d52m48.1s,47.880028,,,,0,,,,0,,,,0,2018
1.20898020,0.00000840,-0.00000810,0,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,0.01076,0.00378,-0.00239,0,3.42000,1.20000,-0.76000,0,1.620,0.110,-0.110,0,2017
3.64808300,0.00006000,-0.00005800,0,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,0.00761,0.00236,-0.00154,0,2.42000,0.75000,-0.49000,0,1.269,0.087,-0.089,0,2017
6.20146700,0.00006200,-0.00006100,0,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,0.01636,0.00566,-0.00378,0,5.20000,1.80000,-1.20000,0,2.070,0.140,-0.140,0,2017
,,,,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,20.00000,,,0,6356.00000,,,0,33.600,5.600,-5.600,0,2004
,,,,16h21m54.67s,245.477780,-20d43m09.1s,-20.719202,16.00000,1.00000,-1.00000,0,5000.00000,300.00000,-300.00000,0,,,,,2010
,,,,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,11.30000,1.70000,-1.70000,0,3591.30000,540.30000,-540.30000,0,14.179,1.289,-1.289,0,2014
4.46529976,0.00000055,-0.00000055,0,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,0.52500,0.01900,-0.01900,0,166.86075,6.03877,-6.03877,0,14.785,0.213,-0.213,0,2006
4.88780244,,,0,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,,,,0,,,,0,4.360,0.060,-0.060,0,2008
3407.00000000,360.00000000,-190.00000000,0,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,,,,0,,,,0,,,,0,2018
3.21305980,0.00000210,-0.00000210,0,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,0.21100,0.01200,-0.01200,0,67.05900,3.81400,-3.81400,0,10.749,0.325,-0.235,0,2009
2.91625000,0.00001500,-0.00001500,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,0.85100,0.03800,-0.03800,0,270.46200,12.07700,-12.07700,0,14.258,0.729,-0.729,0,2009
446.27000000,0.22000000,-0.22000000,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,,,,0,,,,0,,,,0,2009
4.62767000,0.00000500,-0.00000500,0,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,3.44000,0.63000,-0.63000,0,1093.33520,200.23290,-200.23290,0,15.917,1.345,-1.345,0,2010
10.86350000,0.00002700,-0.00002700,0,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,1.94000,0.30000,-0.30000,0,616.59020,95.34900,-95.34900,0,11.882,0.785,-0.785,0,2010
2.77596000,0.00000300,-0.00000300,0,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,4.19300,0.09400,-0.09400,0,1332.60500,29.87500,-29.87500,0,14.448,0.740,-0.740,0,2010
10.33852000,0.00000900,-0.00000900,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,0.58000,0.06000,-0.06000,0,184.34140,19.06980,-19.06980,0,11.769,0.448,-0.448,0,2010
5584.00000000,7700.00000000,-2100.00000000,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,,,,,,,,,,,,,2010
5.50802300,0.00000600,-0.00000600,0,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,0.19700,0.01300,-0.01300,0,62.61000,4.13200,-4.13200,0,11.153,0.583,-0.583,0,2010
4.00877800,0.00000600,-0.00000600,0,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,0.29200,0.01800,-0.01800,0,92.80200,5.72100,-5.72100,0,12.689,0.807,-0.807,0,2010
5.63351580,0.00000360,-0.00000360,0,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,,,,0,,,,0,,,,0,2007
2.87531700,0.00000400,-0.00000400,0,07h27m39.95s,111.916469,+24d20m11.9s,24.336630,7.24600,0.18700,-0.18700,0,2302.89900,59.43200,-59.43200,0,9.718,0.370,-0.370,0,2010
4.12448000,0.00000700,-0.00000700,0,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,4.87000,1.57000,-1.57000,0,1547.83210,498.99310,-498.99310,0,12.442,1.793,-1.793,0,2010
3.21222000,0.00000900,-0.00000900,0,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,2.47000,0.32000,-0.32000,0,785.04010,101.70560,-101.70560,0,12.890,2.130,-2.130,0,2010
1.21288000,0.00000200,-0.00000200,0,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,1.34000,0.59000,-0.59000,0,425.89220,187.51970,-187.51970,0,12.218,2.578,-2.578,0,2010
3.35524000,0.00000700,-0.00000700,0,07h15m18.01s,108.825058,+14d15m45.4s,14.262599,0.75000,0.25000,-0.25000,0,238.37250,79.45750,-79.45750,0,14.572,2.354,-2.354,0,2010
3.65281514,0.00000076,-0.00000075,0,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,0.56900,0.02300,-0.02200,0,180.84527,7.31009,-6.99226,0,12.722,0.538,-0.538,0,2010
4.23452000,0.00001500,-0.00001500,0,14h12m37.53s,213.156383,+04d03m36.0s,4.059997,0.07000,0.02000,-0.02000,0,22.24810,6.35660,-6.35660,0,7.062,0.448,-0.448,0,2010
3.03957700,0.00000500,-0.00000600,0,14h51m04.18s,222.767436,+05d56m50.5s,5.947368,0.62000,0.03000,-0.03000,0,197.05000,9.53000,-9.53000,0,11.430,0.780,-0.670,0,2011
3.25721500,0.00000700,-0.00000700,0,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,0.62600,0.03700,-0.03700,0,198.95300,11.75900,-11.75900,0,13.585,1.267,-0.919,0,2011
5.72319000,0.00004900,-0.00004900,0,02h12m31.47s,33.131142,+51d46m43.5s,51.778759,0.88000,0.25000,-0.25000,0,279.69040,79.45750,-79.45750,0,13.115,1.457,-1.457,0,2011
2.89970000,0.00005400,-0.00005400,0,13h44m22.59s,206.094121,+48d01m43.2s,48.028667,0.65000,0.11000,-0.11000,0,206.58950,34.96130,-34.96130,0,10.536,0.785,-0.785,0,2007
2.81060000,0.00000500,-0.00000500,0,08h15m47.97s,123.949894,+05d50m12.2s,5.836719,0.83000,0.18000,-0.18000,0,263.79890,57.20940,-57.20940,0,16.141,1.681,-1.681,0,2011
5.00542000,0.00009100,-0.00009100,0,18h06m09.05s,271.537705,+26d25m36.0s,26.426662,2.27000,0.84000,-0.84000,0,721.47410,266.97720,-266.97720,0,12.218,1.681,-1.681,0,2011
2.15001000,0.00000100,-0.00000100,0,02h04m10.28s,31.042848,+46d41m16.2s,46.687836,0.83000,0.21000,-0.21000,0,263.79890,66.74430,-66.74430,0,19.616,1.569,-1.569,0,2011
3.47447000,0.00000100,-0.00000100,0,07h32m44.21s,113.184212,+33d50m06.2s,33.835052,0.92000,0.50000,-0.50000,0,292.40360,158.91500,-158.91500,0,20.737,5.492,-5.492,0,2011
5.45265000,0.00001600,-0.00001600,0,20h12m46.88s,303.195342,+18d06m17.5s,18.104868,7.01000,2.75000,-2.75000,0,2227.98830,874.03250,-874.03250,0,15.132,2.578,-2.578,0,2011
3.64671000,0.00002100,-0.00002100,0,08h13m00.18s,123.250764,+04d47m13.3s,4.787023,7.52000,20.66000,-20.66000,0,2390.08160,6566.36780,-6566.36780,0,39.792,54.588,-54.588,0,2011
1.32735000,0.00000300,-0.00000300,0,12h33m03.90s,188.266255,+44d54m55.3s,44.915352,1.53000,0.32000,-0.32000,0,486.27990,101.70560,-101.70560,0,12.890,1.121,-1.121,0,2011
2.79743600,0.00000700,-0.00000700,0,18h57m11.06s,284.296064,+51d16m08.9s,51.269138,1.16900,0.10300,-0.10300,0,371.52800,32.73500,-32.73500,0,13.204,0.863,-0.863,0,2011
4.64038200,0.00003200,-0.00003200,0,02h21m31.98s,35.383234,+32d14m46.1s,32.246151,0.26700,0.02000,-0.02000,0,84.85700,6.35600,-6.35600,0,9.247,1.031,-0.706,0,2012
3.54387000,0.00000500,-0.00000500,0,07h35m01.98s,113.758247,+17d49m48.3s,17.830082,0.59900,0.09900,-0.09900,0,190.37200,31.46400,-31.46400,0,17.609,1.211,-0.908,0,2012
3.05653600,,,0,15h19m57.92s,229.991354,+36d13m46.8s,36.229664,0.67100,0.03300,-0.04400,0,213.25500,10.48800,-13.98400,0,14.280,0.549,-0.673,0,2007
4.45724000,0.00001000,-0.00001000,0,22h22m03.09s,335.512861,+45d27m26.6s,45.457378,0.48000,0.13000,-0.13000,0,152.55840,41.31790,-41.31790,0,17.038,1.906,-1.906,0,2012
2.69405000,0.00000400,-0.00000400,0,19h49m17.44s,297.322651,+04d40m20.7s,4.672421,1.19000,0.60000,-0.60000,0,378.21770,190.69800,-190.69800,0,22.978,5.604,-5.604,0,2012
4.64187800,0.00003200,-0.00003200,0,09h01m22.65s,135.344391,+06d05m50.0s,6.097230,1.04400,0.08300,-0.08300,0,331.80100,26.37900,-26.37900,0,14.348,1.715,-1.715,0,2012
3.33268700,0.00001500,-0.00001500,0,08h35m42.18s,128.925737,+10d12m24.0s,10.206653,0.66200,0.06000,-0.06000,0,210.39500,19.06900,-19.06900,0,14.359,0.695,-0.370,0,2012
4.30121900,0.00001900,-0.00001900,0,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,0.35200,0.02900,-0.02900,0,111.87100,9.21700,-9.21700,0,13.922,1.188,-0.572,0,2014
872.20000000,1.70000000,-1.70000000,0,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,,,,,,,,,,,,,2014
3.12899200,0.00002100,-0.00002100,0,18h17m29.58s,274.373238,-03d22m51.7s,-3.381036,0.89200,0.13700,-0.09900,0,283.49200,43.54100,-31.46400,0,15.984,1.962,-0.975,0,2014
4.46312900,0.00004800,-0.00004800,0,18h01m46.61s,270.444201,-02d58m15.4s,-2.970947,0.49300,0.08200,-0.05200,0,156.68400,26.06100,-16.52600,0,14.392,3.038,-1.491,0,2014
2.69155000,0.00000600,-0.00000600,0,20h21m45.94s,305.441397,+26d41m33.5s,26.692652,2.20000,0.59000,-0.59000,0,699.22600,187.51970,-187.51970,0,17.822,2.018,-2.018,0,2014
2.78849000,0.00002500,-0.00002500,0,18h17m37.31s,274.405476,+36d37m17.1s,36.621410,0.98000,0.20000,-0.20000,0,311.47340,63.56600,-63.56600,0,13.563,1.121,-1.121,0,2007
3.12201090,0.00000650,-0.00000650,0,07h52m15.22s,118.063411,+12d08m21.9s,12.139410,1.35000,0.07300,-0.07300,0,429.07050,23.20159,-23.20159,0,14.437,0.717,-0.717,0,2015
4.21802780,0.00000590,-0.00000590,0,01h24m15.65s,21.065190,+32d48m38.8s,32.810764,0.30900,0.01800,-0.01800,0,98.20947,5.72094,-5.72094,0,14.493,0.605,-0.605,0,2015
2.75359530,0.00000940,-0.00000940,0,02h50m53.20s,42.721679,+29d01m20.6s,29.022396,0.81800,0.02900,-0.02900,0,259.98494,9.21707,-9.21707,0,11.310,0.807,-0.807,0,2015
1.96162410,0.00000390,-0.00000390,0,01h27m29.07s,21.871105,+38d58m05.3s,38.968147,1.48400,0.05600,-0.05600,0,471.65972,17.79848,-17.79848,0,14.773,1.020,-1.020,0,2015
3.79984700,0.00001400,-0.00001400,0,06h39m35.52s,99.898003,+25d28m57.1s,25.482540,0.76000,0.03200,-0.03200,0,241.55080,10.17056,-10.17056,0,10.581,0.314,-0.314,0,2015
3.58524670,0.00000640,-0.00000640,0,17h37m05.63s,264.273447,+25d43m52.3s,25.731186,0.58200,0.05600,-0.05600,0,184.97706,17.79848,-17.79848,0,13.249,0.616,-0.616,0,2015
2.79083000,0.00000500,-0.00000500,0,06h43m23.53s,100.848038,+27d15m08.3s,27.252293,2.31000,0.44000,-0.44000,0,734.18730,139.84520,-139.84520,0,16.926,1.233,-1.233,0,2015
2.46530000,0.00000300,-0.00000300,0,18h18m58.42s,274.743421,+10d35m50.3s,10.597294,1.41000,1.52000,-1.52000,0,448.14030,483.10160,-483.10160,0,19.504,4.035,-4.035,0,2015
3.85298000,0.00000500,-0.00000500,0,23h39m05.81s,354.774222,+42d27m57.5s,42.465973,1.32000,0.30000,-0.30000,0,419.53560,95.34900,-95.34900,0,16.589,1.681,-1.681,0,2007
2.60545520,0.00000310,-0.00000310,0,21h03m37.32s,315.905487,+11d59m21.9s,11.989404,0.52700,0.08300,-0.08300,0,167.49641,26.37989,-26.37989,0,21.185,1.457,-1.457,0,2016
2.97208600,0.00000570,-0.00000570,0,10h02m17.43s,150.572632,+53d57m03.1s,53.950863,0.78300,0.05700,-0.05700,0,248.86089,18.11631,-18.11631,0,17.822,1.793,-1.121,0,2016
4.81010250,0.00000043,-0.00000033,0,17h06m26.56s,256.610687,+44d46m37.1s,44.776981,0.34000,0.25000,-0.19000,0,108.06220,79.45750,-60.38770,0,23.371,1.076,-0.796,0,2017
2.20474000,0.00001700,-0.00001700,0,19h28m59.35s,292.247310,+47d58m10.2s,47.969513,1.84000,0.53000,-0.53000,0,584.80720,168.44990,-168.44990,0,16.926,2.354,-2.354,0,2008
3.07634000,0.00000400,-0.00000400,0,22h52m09.86s,343.041067,+35d26m49.6s,35.447109,1.28000,0.27000,-0.27000,0,406.82240,85.81410,-85.81410,0,15.693,1.457,-1.457,0,2008
3.92289000,0.00004000,-0.00004000,0,07h20m40.45s,110.168529,+37d08m26.3s,37.140652,0.78000,0.09000,-0.09000,0,247.90000,28.60000,-28.60000,0,15.690,0.670,-0.670,0,2008
3.44645900,0.00000400,-0.00000400,0,11h42m06.08s,175.525336,-23d21m17.4s,-23.354836,1.85500,0.26200,-0.19600,0,589.55000,83.26800,-62.29200,0,14.594,1.816,-1.098,0,2012
3.31284600,0.00000580,-0.00000580,0,19h37m13.64s,294.306813,-22d12m16.1s,-22.204477,0.52600,0.08100,-0.08100,0,167.17858,25.74423,-25.74423,0,10.862,0.684,-0.504,0,2015
3.61918800,0.00002800,-0.00002900,0,19h17m36.18s,289.400757,-22d23m23.7s,-22.389927,,,,0,,,,0,18.030,0.720,-0.720,0,2016
3.14270200,0.00005300,-0.00005300,0,19h16m48.57s,289.202393,-19d21m21.3s,-19.355907,,,,0,,,,0,7.760,0.470,-0.470,0,2016
3.04404990,0.00000270,-0.00000270,0,21h07m50.75s,316.961465,-26d05m48.0s,-26.096655,0.54300,0.07200,-0.07200,0,172.58169,22.88376,-22.88376,0,13.585,0.392,-0.392,0,2015
2.76676410,0.00000270,-0.00000270,0,20h52m51.71s,313.215479,-25d41m14.4s,-25.687334,1.07100,0.07000,-0.07000,0,340.39593,22.24810,-22.24810,0,11.646,0.359,-0.247,0,2015
1.74748753,0.00000094,-0.00000094,0,20h44m22.07s,311.091961,-19d26m15.0s,-19.437510,2.17000,0.15000,-0.15000,0,689.69110,47.67450,-47.67450,0,12.386,0.448,-0.448,0,2016
2.68650200,0.00001100,-0.00001100,0,23h54m14.09s,358.558710,-30d00m46.8s,-30.012999,3.27000,0.19000,-0.19000,0,1039.30410,60.38770,-60.38770,0,14.572,1.681,-1.681,0,2016
16.25461100,0.00007300,-0.00007300,0,12h48m45.55s,192.189799,-47d36m49.3s,-47.613693,1.33800,0.06500,-0.06500,0,425.25654,20.65895,-20.65895,0,8.709,0.628,-0.628,0,2016
0.83784340,0.00000047,-0.00000047,0,11h35m49.78s,173.957397,-29d09m21.6s,-29.156012,1.98000,0.07700,-0.07700,0,629.30340,24.47291,-24.47291,0,14.986,1.143,-0.549,0,2016
1.35413300,0.00000100,-0.00000100,0,11h46m57.38s,176.739094,-22d33m46.8s,-22.562992,1.34500,0.15000,-0.15000,0,427.46300,47.67200,-47.67200,0,13.092,0.336,-0.336,0,2013
4.72281240,0.00000520,-0.00000520,0,11h36m02.33s,174.009720,-29d32m35.9s,-29.543312,2.74000,0.11000,-0.11000,0,870.85420,34.96130,-34.96130,0,10.682,0.538,-0.325,0,2017
2.16051560,0.00000450,-0.00000450,0,19h05m28.01s,286.366699,-50d04m02.5s,-50.067352,1.47000,0.07200,-0.07200,0,467.21010,22.88376,-22.88376,0,20.849,3.363,-4.484,0,2017
1.34849540,0.00000130,-0.00000130,0,17h55m33.76s,268.890686,-61d44m50.3s,-61.747311,2.44000,0.18000,-0.18000,0,775.50520,57.20940,-57.20940,0,16.668,0.874,-0.605,0,2017
4.29864320,0.00000450,-0.00000450,0,13h51m37.87s,207.907777,-23d46m52.2s,-23.781174,0.61300,0.04200,-0.04200,0,194.82979,13.34886,-13.34886,0,14.123,1.121,-1.121,0,2016
3.30238810,0.00000760,-0.00000760,0,09h39m42.45s,144.926863,-28d35m08.1s,-28.585590,0.65000,0.07600,-0.07600,0,206.58950,24.15508,-24.15508,0,19.616,2.354,-2.354,0,2016
4.63703800,0.00001400,-0.00001400,0,12h54m12.61s,193.552560,-46d35m15.8s,-46.587715,0.53000,0.13000,-0.13000,0,168.44990,41.31790,-41.31790,0,16.814,2.242,-1.233,0,2016
3.18107810,0.00000390,-0.00000390,0,18h57m35.92s,284.399685,-49d08m18.5s,-49.138470,0.67200,0.08700,-0.08700,0,213.58176,27.65121,-27.65121,0,13.384,0.785,-0.785,0,2016
4.60587490,0.00000630,-0.00000630,0,19h00m23.14s,285.096424,-54d53m35.5s,-54.893192,0.65300,0.06300,-0.06300,0,207.54299,20.02329,-20.02329,0,14.022,0.684,-0.684,0,2016
3.54785100,0.00000500,-0.00000500,0,20h49m49.79s,312.457440,-24d25m43.7s,-24.428793,1.07100,0.13600,-0.13600,0,340.38200,43.22300,-43.22300,0,15.480,0.392,-0.392,0,2013
3.17435160,0.00000260,-0.00000260,0,00h22m28.49s,5.618693,-59d56m33.2s,-59.942551,0.70600,0.03900,-0.03900,0,224.38798,12.39537,-12.39537,0,13.171,0.583,-0.583,0,2016
3.37796000,0.00001200,-0.00001200,0,12h46m48.67s,191.702789,-24d25m38.5s,-24.427364,0.88000,0.12000,-0.12000,0,279.69040,38.13960,-38.13960,0,18.383,2.466,-2.466,0,2016
2.81265480,0.00000550,-0.00000550,0,23h04m18.02s,346.075073,-21d16m19.0s,-21.271938,0.92000,0.10000,-0.10000,0,292.40360,31.78300,-31.78300,0,14.000,1.614,-1.076,0,2016
2.54955510,0.00000610,-0.00000610,0,19h38m32.07s,294.633636,-55d19m48.4s,-55.330105,1.19200,0.05300,-0.05300,0,378.85336,16.84499,-16.84499,0,13.787,1.255,-0.908,0,2016
2.10616070,0.00000470,-0.00000470,0,00h03m05.88s,0.774485,-62d28m09.6s,-62.469341,0.94100,0.07200,-0.07200,0,299.07803,22.88376,-22.88376,0,16.029,2.130,-2.130,0,2016
1.82099930,0.00000160,-0.00000160,0,19h46m45.18s,296.688263,-63d33m56.2s,-63.565609,1.22200,0.07800,-0.07800,0,388.38826,24.79074,-24.79074,0,16.410,0.773,-0.493,0,2016
4.17518600,0.00003300,-0.00003300,0,19h25m54.89s,291.478699,-23d12m10.1s,-23.202793,,,,0,,,,0,12.920,0.380,-0.380,0,2018
4.57763480,0.00000730,-0.00000730,0,07h29m40.63s,112.419289,-29d56m16.4s,-29.937889,0.63000,0.13000,-0.13000,0,200.23290,41.31790,-41.31790,0,17.598,1.345,-1.345,0,2018
2.51672900,0.00000200,-0.00000200,0,06h16m26.90s,94.112075,-22d32m48.8s,-22.546885,1.32300,0.02800,-0.02800,0,420.47100,8.89900,-8.89900,0,11.433,0.415,-0.415,0,2014
3.26427360,0.00000580,-0.00000580,0,06h42m17.10s,100.571251,-29d46m36.5s,-29.776806,1.59000,0.24000,-0.24000,0,505.34970,76.27920,-76.27920,0,17.710,1.793,-1.345,0,2018
4.19364900,0.00001300,-0.00001300,0,06h54m04.18s,103.517418,-27d03m01.4s,-27.050388,9.70000,1.60000,-1.60000,0,3082.95100,508.52800,-508.52800,0,14.908,3.251,-2.242,0,2018
2.29210200,0.00000210,-0.00000210,0,07h13m48.58s,108.452415,-33d26m14.4s,-33.437332,1.88000,0.15000,-0.15000,0,597.52040,47.67450,-47.67450,0,15.693,2.802,-1.569,0,2018
4.38884970,0.00000590,-0.00000590,0,05h22m09.16s,80.538170,-30d58m15.0s,-30.970833,0.26100,0.05400,-0.05400,0,82.95363,17.16282,-17.16282,0,13.227,0.560,-0.560,0,2018
2.74390040,0.00000320,-0.00000320,0,05h37m18.41s,84.326706,-27d58m21.4s,-27.972610,0.56000,0.11000,-0.11000,0,177.98480,34.96130,-34.96130,0,11.960,1.401,-0.796,0,2018
4.18762440,0.00000560,-0.00000560,0,06h47m58.63s,101.994293,-21d54m38.5s,-21.910694,0.70000,0.15000,-0.15000,0,222.48100,47.67450,-47.67450,0,14.415,1.042,-1.042,0,2018
4.74237290,0.00000490,-0.00000490,0,00h26m48.58s,6.702417,-56d18m58.0s,-56.316113,0.17300,0.06200,-0.06200,0,54.98459,19.70546,-19.70546,0,10.122,0.650,-0.504,0,2018
4.76338700,0.00001000,-0.00001000,0,04h28m53.49s,67.222871,-21d28m54.9s,-21.481916,0.23700,0.01200,-0.01200,0,75.32300,3.81400,-3.91400,0,10.223,0.280,-0.280,0,2014
3.82970150,0.00000460,-0.00000460,0,20h01m42.60s,300.427490,-26d04m39.3s,-26.077583,0.39000,0.10000,-0.10000,0,123.95370,31.78300,-31.78300,0,12.666,0.841,-0.841,0,2017
3.34887020,0.00000390,-0.00000390,0,06h51m23.40s,102.847504,-29d03m31.0s,-29.058611,0.76800,0.04500,-0.04500,0,244.09344,14.30235,-14.30235,0,15.805,2.130,-2.130,0,2017
1.36665436,0.00000094,-0.00000094,0,09h20m21.05s,140.087708,-31d16m09.6s,-31.269333,2.24000,0.15000,-0.15000,0,711.93920,47.67450,-47.67450,0,15.491,0.964,-0.964,0,2017
3.85377680,0.00000380,-0.00000380,0,11h46m30.72s,176.628006,-33d51m36.2s,-33.860054,0.59500,0.08900,-0.08900,0,189.10885,28.28687,-28.28687,0,15.020,0.628,-0.628,0,2017
5.41608100,0.00001600,-0.00001600,0,11h21m18.00s,170.325000,-22d23m17.4s,-22.388167,0.80600,0.06900,-0.06900,0,256.17098,21.93027,-21.93027,0,12.621,0.863,-0.863,0,2018
1422.00000000,14.00000000,-14.00000000,0,11h21m18.00s,170.325000,-22d23m17.4s,-22.388167,,,,0,,,,0,,,,0,2018
3.32527250,0.00000210,-0.00000210,0,05h52m35.23s,88.146797,-19d01m54.0s,-19.031656,0.31900,0.07000,-0.07000,0,101.38777,22.24810,-22.24810,0,11.187,0.213,-0.213,0,2015
3.56082900,0.00003200,-0.00003200,0,22h45m27.3643s,341.364018,-14d59m30.3457s,-14.991763,0.66200,0.05500,-0.05500,0,210.40346,17.48065,-17.48065,0,12.924,0.594,-0.594,0,2018
7.81795300,0.00002400,-0.00002400,0,04h06m37.8676s,61.657782,-25d20m58.9560s,-25.349710,3.40000,0.14000,-0.14000,0,1080.62200,44.49620,-44.49620,0,13.395,0.751,-0.751,0,2018
3.27688370,0.00000330,-0.00000330,0,20h49m47.8333s,312.449305,-24d18m12.4965s,-24.303471,0.17900,,,0,56.89157,,,0,11.825,0.280,-0.280,0,2018
3.05665270,0.00000490,-0.00000490,0,04h29m40.4529s,67.418554,-28d11m50.2340s,-28.197287,0.96000,0.12000,-0.12000,0,305.11680,38.13960,-38.13960,0,13.529,0.437,-0.437,0,2018
4.90889700,0.00001300,-0.00001300,0,09h37m09.0299s,144.287625,-29d48m01.5746s,-29.800437,0.96000,0.20000,-0.20000,0,305.11680,63.56600,-63.56600,0,18.820,0.908,-0.908,0,2018
3.10516100,0.00000160,-0.00000160,0,19h31m45.5518s,292.939799,-26d44m24.7250s,-26.740201,0.82100,0.08300,-0.08300,0,260.93843,26.37989,-26.37989,0,16.825,0.560,-0.560,0,2018
3.14143910,0.00000740,-0.00000740,0,06h45m34.7574s,101.394823,-33d52m54.1300s,-33.881703,5.33000,0.68000,-0.68000,0,1694.03390,216.12440,-216.12440,0,15.816,0.942,-0.942,0,2018
1.60917880,0.00000400,-0.00000400,0,12h00m50.1183s,180.208826,-46d08m11.1247s,-46.136424,1.45000,0.12000,-0.12000,0,460.85350,38.13960,-38.13960,0,18.887,0.527,-0.527,0,2018
3.58622020,0.00000470,-0.00000470,0,01h00m01.4134s,15.005889,-58d54m17.1247s,-58.904757,1.29000,0.05900,-0.05900,0,410.00070,18.75197,-18.75197,0,13.809,0.437,-0.325,0,2018
2.22525770,0.00000190,-0.00000190,0,19h17m11.3641s,289.297350,-60d53m30.0584s,-60.891683,0.57700,,,0,183.38791,,,0,10.593,0.247,-0.247,0,2018
